Date,Close/Last,Volume,Open,High,Low,Day
10/28/2021,674.05,2859409,670.95,676.8,668.03,423
10/29/2021,690.31,3825279,673.06,690.97,671.24,424
11/01/2021,681.17,3110911,689.06,689.97,676.54,425
11/02/2021,677.72,3888597,683.11,687.68,673.82,426
11/03/2021,688.29,2334852,677.27,689.39,677.27,427
11/04/2021,668.4,4865023,685.89,685.94,665.5,428
11/05/2021,645.72,5283488,663.97,665.64,645.01,429
11/08/2021,651.45,2887523,650.29,656,643.79,430
11/09/2021,655.99,2415630,653.7,660.5,650.52,431
11/10/2021,646.91,2405785,653.01,660.33,642.11,432
11/11/2021,657.58,2868311,650.24,665.82,649.71,433
11/12/2021,682.61,4198410,660.01,683.34,653.82,434
11/15/2021,679.33,2872186,681.24,685.26,671.49,435
11/16/2021,687.4,2077387,678.27,688.36,676.9,436
11/17/2021,691.69,2732831,690,700.99,686.09,437
11/18/2021,682.02,2014992,691.61,691.74,679.74,438
11/19/2021,678.8,2614852,692.35,694.16,675,439
11/22/2021,659.2,2765318,676.02,679.48,656.47,440
11/23/2021,654.06,2320917,658.18,666.43,646.05,441
11/24/2021,658.29,1867282,658.01,661.44,651.1,442
11/26/2021,665.64,2872513,675,676.41,660.67,443
11/29/2021,663.84,2529364,663.2,667.99,658.29,444
11/30/2021,641.9,5608919,668.2,675.38,640.01,445
12/01/2021,617.77,3897019,649.48,654.52,617.07,446
12/02/2021,616.47,3331131,617.1,625.36,612.88,447
12/03/2021,602.13,4829282,622.75,625.5,594,448
12/06/2021,612.69,3075672,606.01,617.29,601,449
12/07/2021,625.58,3125190,619.83,628.89,611.4,450
12/08/2021,628.08,2220308,630,632.46,623.2,451
12/09/2021,611,2376321,627.58,630.24,610.44,452
12/10/2021,611.66,2748774,616.78,617.74,605.88,453
12/13/2021,604.56,2517915,612,612.64,599.52,454
12/14/2021,597.99,2984536,598.71,602.29,588.13,455
12/15/2021,605.04,2866196,598.18,605.69,584.51,456
12/16/2021,591.06,3143217,597.09,602.83,588,457
12/17/2021,586.73,4433706,591.61,593.25,581.74,458
12/20/2021,593.74,3358404,586.43,602.88,584.26,459
12/21/2021,604.92,2319390,597.54,607.82,593.86,460
12/22/2021,614.24,2335745,603.36,614.82,602.63,461
12/23/2021,614.09,1621146,616.4,616.88,607.57,462
12/27/2021,613.12,2062233,615,615,609.25,463
12/28/2021,610.71,1884116,614.95,618.41,609.69,464
12/29/2021,610.54,1287513,610.71,613.98,604.68,465
12/30/2021,612.09,1625093,612.99,620.61,611.24,466
12/31/2021,602.44,1995918,610.01,614.08,602.05,467
01/03/2022,597.37,3068808,605.61,609.99,590.56,468
01/04/2022,591.15,4393135,599.91,600.41,581.6,469
01/05/2022,567.52,4148749,592,592.84,566.88,470
01/06/2022,553.29,5711795,554.34,563.36,542.01,471
01/07/2022,541.06,3382873,549.46,553.43,538.22,472
01/10/2022,539.85,4486145,538.49,543.69,526.32,473
01/11/2022,540.84,3077836,536.99,543.91,530.07,474
01/12/2022,537.22,3787372,544.27,544.27,532.02,475
01/13/2022,519.2,4475063,537.06,540.79,518.26,476
01/14/2022,525.69,7861109,517.6,538.37,511.88,477
01/18/2022,510.8,4844418,520.08,521.75,508.68,478
01/19/2022,515.86,4353508,515,523.21,510.51,479
01/20/2022,508.25,12658990,517.75,526.64,506.93,480
01/21/2022,397.5,58904270,400.43,409.15,379.99,481
01/24/2022,387.15,32386780,383.91,387.26,351.46,482
01/25/2022,366.42,15145820,379.14,387.71,365.13,483
01/26/2022,359.7,12683980,378.27,382.66,356.62,484
01/27/2022,386.7,24324750,382.06,394.8,378.1,485
01/28/2022,384.36,11966610,386.76,387,372.08,486
01/31/2022,427.14,20047450,401.97,427.7,398.2,487
02/01/2022,457.13,22568100,432.96,458.48,425.54,488
02/02/2022,429.48,14346010,448.25,451.98,426.48,489
02/03/2022,405.6,9905210,421.44,429.26,404.28,490
02/04/2022,410.17,7789798,407.31,412.77,396.64,491
02/07/2022,402.1,8232859,410.17,412.35,393.55,492
02/08/2022,403.53,6818543,398.18,406.61,395.83,493
02/09/2022,412.89,7738227,408.65,412.98,398.79,494
02/10/2022,406.27,8452915,402.1,408,396.36,495
02/11/2022,391.31,7558939,405.33,411.61,387.65,496
02/14/2022,396.57,7202155,387.59,409.36,386.89,497
02/15/2022,407.46,5395641,403.79,409.16,401.01,498
02/16/2022,398.08,5277650,401.53,401.56,390.38,499
02/17/2022,386.67,4669222,394.24,399.11,385.7,500
02/18/2022,391.29,6801668,392.53,402.87,389.05,501
02/22/2022,377.38,6697515,388.95,392.42,373.02,502
02/23/2022,367.46,4614290,382.72,386,366.66,503
02/24/2022,390.03,7068724,355.09,390.73,354.72,504
02/25/2022,390.8,4841636,386.61,391.29,375.58,505
02/28/2022,394.52,5035046,387.33,397.75,382.13,506
03/01/2022,386.24,3290439,391.6,395,383.71,507
03/02/2022,380.03,5356809,388.93,389.22,375.21,508
03/03/2022,368.07,6076836,386,386.12,364.65,509
03/04/2022,361.73,5329180,368,374.82,357.17,510
03/07/2022,350.26,5708383,360.41,362,350.2,511
03/08/2022,341.76,6428655,349.8,358.86,340.67,512
03/09/2022,358.79,6520186,357.69,364.14,350.51,513
03/10/2022,356.77,4807767,356.2,367.02,353.3,514
03/11/2022,340.32,4819925,361.19,363.36,340,515
03/14/2022,331.01,5907817,338.72,341.32,329.82,516
03/15/2022,343.75,5460640,335.1,345.36,332.36,517
03/16/2022,357.53,6982469,348.2,359.99,343.06,518
03/17/2022,371.4,5818348,359.7,373.31,354.88,519
03/18/2022,380.6,8324825,372,381.8,368.47,520
03/21/2022,374.59,4866463,378.02,381.82,368.94,521
03/22/2022,382.92,4242762,371.14,386.66,366.76,522
03/23/2022,374.49,3728954,379.77,382.46,374.49,523
03/24/2022,375.71,3888461,379.76,379.76,368.9,524
03/25/2022,373.85,3575953,377.07,377.64,366.43,525
03/28/2022,378.51,4323435,375.23,380.28,366.73,526
03/29/2022,391.82,5880723,384.39,396.5,380.33,527
03/30/2022,381.47,4023301,389.55,392.7,378.63,528
03/31/2022,374.59,4134720,383.59,384,373.61,529
04/01/2022,373.47,4644237,376.8,380.87,368.5,530
04/04/2022,391.5,7009235,373.55,396.02,373.13,531
04/05/2022,380.15,4234508,389.3,390,377.31,532
04/06/2022,368.35,4354885,374.15,376.47,362.73,533
04/07/2022,362.15,4948909,365,368.54,353.69,534
04/08/2022,355.88,4025183,361.96,362.5,354.87,535
04/11/2022,348,3777096,350,354.78,345.2,536
04/12/2022,344.1,3824261,355.91,359.41,342.25,537
04/13/2022,350.43,3230950,343.92,352,341.16,538
04/14/2022,341.13,4343837,350.95,352,339.86,539
04/18/2022,337.86,5105041,340,342.36,331.62,540
04/19/2022,348.61,20906890,333.22,351.68,333.22,541
04/20/2022,226.19,133387500,245.2,248.7,212.51,542
04/21/2022,218.22,53501600,220,227.68,211.52,543
04/22/2022,215.52,37515130,220.18,226.27,210.05,544
04/25/2022,209.91,28152050,213.81,216.66,204.51,545
04/26/2022,198.4,20318090,208.8,209.15,198.28,546
04/27/2022,188.54,22298390,194.01,200.19,187.77,547
04/28/2022,199.52,21363160,191.56,201.48,185.6,548
04/29/2022,190.36,16391890,198.68,204.71,190,549
05/02/2022,199.46,14591600,191.71,200.21,190.01,550
05/03/2022,199.87,11839430,198.29,203.2,194.77,551
05/04/2022,204.01,12218780,197.65,204.38,191.01,552
05/05/2022,188.32,13971330,200.45,200.71,186,553
05/06/2022,180.97,17185480,186.75,187.21,175.81,554
05/09/2022,173.1,14031330,177.66,183.2,172.3,555
05/10/2022,177.66,13883910,176.01,181.87,170.57,556
05/11/2022,166.37,12665520,176.09,180.92,165.55,557
05/12/2022,174.31,17662120,163.96,177.58,162.71,558
05/13/2022,187.64,13136330,177.16,187.77,176.01,559
05/16/2022,186.51,16145010,193.3,195.89,185.7,560
05/17/2022,190.56,9876685,189.17,191.4,185.17,561
05/18/2022,177.19,9665632,186.72,187.7,176.27,562
05/19/2022,183.48,10448510,178.05,186.3,175.71,563
05/20/2022,186.35,10429400,185.87,190.19,179.77,564
05/23/2022,187.44,9602027,186.15,187.66,177.89,565
05/24/2022,180.34,7706372,182,184,177.17,566
05/25/2022,187.83,8522092,180.28,188.87,180.17,567
05/26/2022,191.4,8049933,186.49,192.34,183.09,568
05/27/2022,195.19,8585987,193.19,195.25,190.37,569
05/31/2022,197.44,11398460,196.18,199.95,190.8,570
06/01/2022,192.91,8416151,198.7,202.74,191.66,571
06/02/2022,205.09,9623121,192.02,205.47,191.72,572
06/03/2022,198.98,7191775,200.14,202.95,198.05,573
06/06/2022,197.14,5372043,202.09,203.87,195.38,574
06/07/2022,198.61,4839491,194.87,199.6,193,575
06/08/2022,202.83,7244121,197.95,207.38,197.64,576
06/09/2022,192.77,6948967,200.65,201.69,192.54,577
06/10/2022,182.94,13074280,182.64,185.86,180.85,578
06/13/2022,169.69,10222410,177.07,179.09,168.96,579
06/14/2022,167.54,11555320,169.75,172.06,164.28,580
06/15/2022,180.11,12396040,169.26,183.85,168.53,581
06/16/2022,173.35,8201306,174,176.27,171.56,582
06/17/2022,175.51,12133370,173.63,179.65,173.34,583
06/21/2022,170.91,12177590,177.6,178.62,169.8,584
06/22/2022,178.89,12010620,170.75,182.82,170.2,585
06/23/2022,181.71,9538226,180.5,182.76,175.87,586
06/24/2022,190.85,12423970,183.5,191.19,181.84,587
06/27/2022,189.14,8363879,191.77,191.78,182.39,588
06/28/2022,179.6,7201897,189.2,192.2,179.37,589
06/29/2022,178.36,5766847,179.55,180.67,175.1,590
06/30/2022,174.87,7894710,177.07,179.45,170.3,591
07/01/2022,179.95,5201583,176.49,180.1,174.27,592
07/05/2022,185.88,7339023,176.28,185.92,172.68,593
07/06/2022,184.06,5753385,185.2,186.22,180.82,594
07/07/2022,189.27,6334545,184.27,190.21,183.5,595
07/08/2022,186.98,5835680,186.02,189.91,182.75,596
07/11/2022,177.34,6048447,184.73,184.99,176.89,597
07/12/2022,174.45,6845264,177.33,179.78,173.42,598
07/13/2022,176.56,12734420,170.5,179.18,169.7,599
07/14/2022,174.78,9039457,175.56,177.52,171.82,600
07/15/2022,189.11,16319120,175.58,189.22,174.56,601
07/18/2022,190.92,16322850,192.5,199.67,189.8,602
07/19/2022,201.63,28178720,193.02,201.97,188.4,603
07/20/2022,216.44,53920270,208.17,216.97,200.1,604
07/21/2022,223.88,23430120,214.3,224.32,211.5,605
07/22/2022,220.44,17805450,222.38,229.35,218.44,606
07/25/2022,218.51,10935250,221.31,225.23,216.35,607
07/26/2022,213.91,9508532,216.66,219.39,211.64,608
07/27/2022,226.75,10508390,216.48,227.78,214.58,609
07/28/2022,226.02,8972738,224.6,228.1,219.67,610
07/29/2022,224.9,9064937,223.29,230.75,222.4,611
08/01/2022,226.21,5525044,223.1,228.39,221,612
08/02/2022,221.42,6361327,222.76,228.2,220.88,613
08/03/2022,226.73,6400701,224.79,228.1,222.42,614
08/04/2022,229.91,7142741,227.68,232.07,225.05,615
08/05/2022,226.78,5539733,225.3,228.62,222.87,616
08/08/2022,233.49,10997410,227.49,241.96,226.41,617
08/09/2022,229.94,6181194,231.62,232.2,224.65,618
08/10/2022,244.11,9254760,236.99,244.54,236.6,619
08/11/2022,242.7,8780062,244.68,251.62,241.51,620
08/12/2022,249.3,6098531,244.81,249.41,243.76,621
08/15/2022,249.11,6527391,248.11,251.99,247.51,622
08/16/2022,245.69,5136806,247.16,249.29,244.03,623
08/17/2022,241.15,5627224,241.18,244.24,237.56,624
08/18/2022,245.17,5280387,241.96,246.48,239.28,625
08/19/2022,241.16,7504707,240.95,243.29,235.68,626
08/22/2022,226.54,8630094,232.55,233.48,224.59,627
08/23/2022,224.55,5276945,226.46,229.9,224.3,628
08/24/2022,229.61,5426316,225.66,234.1,223.94,629
08/25/2022,233.98,3766867,230.24,234.16,229,630
08/26/2022,223.28,5349848,233.63,236.95,223.15,631
08/29/2022,224.57,7109397,221.93,229.87,221.52,632
08/30/2022,220.65,5740434,226.66,229.79,218.74,633
08/31/2022,223.56,8615906,227,233.88,223.43,634
09/01/2022,230.04,7292917,220.72,230.37,219.47,635
09/02/2022,226.11,8164883,231.03,233.88,225.04,636
09/06/2022,218.39,7469016,225.59,226.85,214.69,637
09/07/2022,228.96,8149329,220.21,229.33,218.27,638
09/08/2022,227.44,6737436,224.16,228.74,221.3,639
09/09/2022,233.57,6702060,229.62,234.78,229.62,640
09/12/2022,236.53,6047425,233.61,239.49,233.37,641
09/13/2022,218.13,8000128,226.5,227.69,217.72,642
09/14/2022,224.12,8230340,219.82,228,215.8,643
09/15/2022,235.38,19454120,230.47,242.29,229.1,644
09/16/2022,240.13,18914180,231.22,241.36,227.83,645
09/19/2022,243.63,17912370,245.05,245.25,235.75,646
09/20/2022,242.85,16037430,240.37,250.49,239.66,647
09/21/2022,236.87,9166772,242.67,248.3,236.68,648
09/22/2022,237.05,10017970,235.35,240.5,231.66,649
09/23/2022,226.41,11207230,235.14,236.45,221.43,650
09/26/2022,224.07,8234285,225.6,232.7,223.01,651
09/27/2022,224.36,7762223,228.63,230.64,220.72,652
09/28/2022,245.2,17579670,229.69,246.65,227.38,653
09/29/2022,239.71,18994940,241.61,246.98,235.68,654
09/30/2022,235.44,11848610,237,242.44,233.26,655
10/03/2022,239.04,8657443,237.85,241.54,232.85,656
10/04/2022,240.74,13925850,244.84,245.8,233.25,657
10/05/2022,236.73,10825630,238.76,241.59,227.38,658
10/06/2022,240.02,9188940,236.68,244.28,233.91,659
10/07/2022,224.75,9806128,235.77,237.33,224.28,660
10/10/2022,229.98,9991145,225.64,233.83,224.23,661
10/11/2022,214.29,15282410,226.05,230.44,213.7,662
10/12/2022,220.87,12952640,214.3,223.67,212.64,663
10/13/2022,232.51,17505010,212.69,234.47,211.73,664
10/14/2022,230,15293400,237.8,238.8,229.51,665
10/17/2022,245.1,21057820,234.41,249.92,234.4,666
10/18/2022,240.86,25776730,249.8,250.37,237.73,667
10/19/2022,272.38,46685260,265,279.3,262.66,668
10/20/2022,268.16,17207100,272.78,278.38,266.38,669
10/21/2022,289.57,24889060,268.95,290.75,265.68,670
10/24/2022,282.45,13326420,290.23,290.49,280.36,671
10/25/2022,291.02,15100720,286.95,297.59,285.55,672
10/26/2022,298.62,15749250,290.04,305.63,288.04,673
10/27/2022,296.94,14612590,298.33,305.21,294.78,674
10/28/2022,295.72,9960547,297.7,301.19,292.29,675
10/31/2022,291.88,7505133,295.13,297.62,289.5,676
11/01/2022,286.75,6916424,296.17,299.7,286.42,677
11/02/2022,273,10367620,286.4,287.33,272.84,678
11/03/2022,269.06,7057350,271.25,276.29,268.8,679
11/04/2022,260.79,11124690,272.02,274.97,255.32,680
11/07/2022,258.6,7927033,261.06,261.16,252.09,681
11/08/2022,263.46,7683826,259.92,266.08,256.88,682
11/09/2022,254.66,7265994,259.66,260.9,254.22,683
11/10/2022,274.97,9667323,265.99,275.36,260.09,684
11/11/2022,290.13,9573834,274.47,290.66,271.56,685
11/14/2022,299.27,17973400,290,311,288.19,686
11/15/2022,310.2,14626930,309.2,312.71,302.55,687
11/16/2022,306.02,8038556,309.94,310.49,303.61,688
11/17/2022,295.28,9838220,294.72,299.82,291,689
11/18/2022,287.98,8400108,297.33,298,287,690
11/21/2022,285.05,7256507,291,291.87,282.66,691
11/22/2022,286.69,6245119,284.99,286.98,277.34,692
11/23/2022,291.5,5918988,285.91,292.47,283.76,693
11/25/2022,285.54,3235953,289,289.21,284.17,694
11/28/2022,281.17,4707049,284,289.55,280.53,695
11/29/2022,280.96,5786874,282.5,282.96,275.94,696
11/30/2022,305.53,16070120,281.37,308.26,280.41,697
12/01/2022,316.95,14664870,303.99,319.8,303.03,698
12/02/2022,320.41,12690600,310.49,321.99,310,699
12/05/2022,312.59,8423029,316.46,322.77,310.92,700
12/06/2022,305.56,7195395,311,313.22,303.13,701
12/07/2022,308.42,7821634,306.5,309.61,302.1,702
12/08/2022,310.26,7205326,309.11,312.38,304.81,703
12/09/2022,320.01,14364030,321.45,329,319.52,704
12/12/2022,315.18,10148610,320,323.18,308.85,705
12/13/2022,320.34,10756430,328,332.72,317.2,706
12/14/2022,317.83,7543291,318.97,324.71,314.42,707
12/15/2022,290.41,17724560,302.12,303.39,286.55,708
12/16/2022,290.71,14080050,288.76,294.72,288.7,709
12/19/2022,288.3,6163667,289.73,292.25,286.13,710
12/20/2022,288.19,6918114,281.24,289.28,280.81,711
12/21/2022,297.96,6376173,289.99,300.66,286.5,712
12/22/2022,297.75,7856192,298.09,298.88,290.81,713
12/23/2022,294.97,4251108,296.18,298.46,291.91,714
12/27/2022,284.17,5778098,293.19,293.57,282.13,715
12/28/2022,276.88,5964369,281.92,285.19,273.41,716
12/29/2022,291.12,9588527,283.18,295.5,281.01,717
12/30/2022,294.88,7566892,285.53,295.01,283.22,718
01/03/2023,294.95,6763964,298.06,298.39,288.7,719
01/04/2023,309.41,9345054,298.24,311.14,295.51,720
01/05/2023,309.7,8328390,307,314.18,304.55,721
01/06/2023,315.55,8959839,311.57,316.77,303.69,722
01/09/2023,315.17,6766628,316.83,321.7,313.22,723
01/10/2023,327.54,13072290,311.07,329.35,311.07,724
01/11/2023,327.26,9579681,326.5,328.88,321.35,725
01/12/2023,330.13,10856250,332.5,332.95,323.14,726
01/13/2023,332.82,8286816,329.97,336.65,328.89,727
01/17/2023,326.22,9246987,331.08,332.5,323.6,728
01/18/2023,326.33,7814115,326.75,330.08,321.25,729
01/19/2023,315.78,18008200,322.57,324.89,313.39,730
01/20/2023,342.5,28430340,336.79,344,332.63,731
01/23/2023,357.42,15646850,341.72,362.25,340.63,732
01/24/2023,363.83,11796530,357.53,365.65,355.14,733
01/25/2023,367.96,7766907,360.57,368.9,358.5,734
01/26/2023,364.87,8256844,368.77,369.02,361.7,735
01/27/2023,360.77,6703548,363.2,365.92,360.59,736
01/30/2023,353.11,5127593,358.44,360.95,352.86,737
01/31/2023,353.86,5660738,349.98,355.95,348.71,738
02/01/2023,361.99,8005170,353.86,365.39,349.91,739
02/02/2023,366.89,7856952,365.16,368.32,358.43,740
02/03/2023,365.9,9402034,359.08,379.43,359,741
02/06/2023,361.48,4994942,363.64,368.45,360.68,742
02/07/2023,362.95,6289368,358.51,364.18,354.18,743
02/08/2023,366.83,6253179,360.02,368.19,358.31,744
02/09/2023,362.5,6901100,372.41,373.83,361.74,745
02/10/2023,347.36,7291096,359.16,362.14,347.14,746
02/13/2023,358.57,7134445,349.5,359.7,344.25,747
02/14/2023,359.96,4624758,357.55,363.75,353.4,748
02/15/2023,361.42,3969945,356.63,362.88,354.24,749
02/16/2023,350.71,5215726,355,361.5,350.31,750
02/17/2023,347.96,5294727,347.91,349,342.44,751
02/21/2023,337.5,5710292,342.85,344.13,336.42,752
02/22/2023,334.88,4546249,337.5,341.91,332.82,753
02/23/2023,323.65,13238670,331.23,331.28,314.3,754
02/24/2023,317.15,6830692,319.3,321.5,314.52,755
02/27/2023,323.03,6142580,323.87,330,322.12,756
02/28/2023,322.13,3676075,323.7,327.62,321.17,757
03/01/2023,313.48,4911311,321.55,326.6,312.36,758
03/02/2023,311.88,4921053,310.96,315.57,310.38,759
03/03/2023,315.18,5953319,315.45,317.49,310.82,760
03/06/2023,312.03,5660743,317,323.3,311.84,761
03/07/2023,308.47,4553082,312.68,314.3,306.62,762
03/08/2023,311.79,3479474,309.29,311.83,305.75,763
03/09/2023,297.78,7443350,312.08,312.51,294.88,764
03/10/2023,292.76,5759315,297.91,298.79,289,765
03/13/2023,293.51,6292385,287.34,299.24,285.33,766
03/14/2023,294.94,5956692,295.97,297.45,290.31,767
03/15/2023,303.79,9215340,292.51,306.31,292.28,768
03/16/2023,310.06,7912371,304.75,316.6,301.71,769
03/17/2023,303.5,6918777,310.06,310.76,300,770
03/20/2023,305.13,5113430,299.79,307.5,296,771
03/21/2023,305.79,4886279,306.32,307.92,300.43,772
03/22/2023,293.9,5808035,306.31,306.45,293.54,773
03/23/2023,320.37,15653350,304.68,322.78,304.14,774
03/24/2023,328.39,13004090,320.63,331.83,320.63,775
03/27/2023,327.66,8625763,327.55,336.44,324.41,776
03/28/2023,323.52,6489388,326.06,333.32,321.28,777
03/29/2023,332.03,6287336,326.29,332.85,325.73,778
03/30/2023,338.43,7131468,340.27,343.29,335.3,779
03/31/2023,345.48,5610161,340.05,345.84,337.2,780
04/03/2023,348.28,4413650,341.83,348.58,340.4,781
04/04/2023,346.75,3298072,348.49,349.8,343.95,782
04/05/2023,342.35,4205545,345.3,345.43,336.25,783
04/06/2023,339.33,4660542,339.34,340.48,332.63,784
04/10/2023,338.99,2657898,335.27,339.88,333.36,785
04/11/2023,338.21,4044778,343.45,347.14,337.64,786
04/12/2023,331.03,3965440,340.81,342.8,330.04,787
04/13/2023,346.19,7406437,339.99,346.43,338.75,788
04/14/2023,338.63,5350508,342.94,344.85,336.41,789
04/17/2023,332.72,6136047,338,338.39,327.5,790
04/18/2023,333.7,17944500,335,337.19,330.5,791
04/19/2023,323.12,22128270,324.21,325.75,316.1,792
04/20/2023,325.35,9947800,320.39,331.43,318.33,793
04/21/2023,327.98,6348000,323,328.29,319.5,794
04/24/2023,329.02,5586627,330.2,334.66,326.75,795
04/25/2023,322.55,5426642,328.5,328.66,321.1,796
04/26/2023,321.15,4623238,321.36,325.9,320.47,797
04/27/2023,325.85,5618768,324.3,327.45,317.44,798
04/28/2023,329.93,4228374,325.24,330.81,324,799
05/01/2023,324.12,5341484,329.44,331.23,318.09,800
05/02/2023,317.55,4318612,325,326.07,315.62,801
05/03/2023,319.3,5064057,317.55,324.62,315.85,802
05/04/2023,320.78,3879657,319.01,323.61,317.95,803
05/05/2023,322.76,3990637,323.61,324.15,319.44,804
05/08/2023,331.21,5488593,322.99,332.56,322.03,805
05/09/2023,332.14,5544852,330.67,336.32,329.74,806
05/10/2023,335.42,4289897,335.21,337.11,329.51,807
05/11/2023,344.76,8033531,334.98,345.47,331.84,808
05/12/2023,339.89,6082360,344.76,348.17,337.36,809
05/15/2023,335.89,3652970,340.62,341.9,335.54,810
05/16/2023,333.75,3334863,334,335.17,331.91,811
05/17/2023,339.96,3958807,331.76,341.38,329.62,812
05/18/2023,371.29,20925240,347.25,375.87,346.37,813
05/19/2023,365.36,7859703,369.86,369.99,363.81,814
05/22/2023,363.01,5406420,365.36,372.01,362.5,815
05/23/2023,355.99,6866078,360.24,364.17,354.31,816
05/24/2023,364.85,7973316,356.93,367.15,356.63,817
05/25/2023,359,6263105,359.61,367.45,357.42,818
05/26/2023,378.88,9360436,361.1,383.76,356,819
05/30/2023,392.98,10864990,397.48,405.11,385.79,820
05/31/2023,395.23,6988047,391.89,396.26,388.91,821
06/01/2023,403.13,7160145,397.41,407.52,393.08,822
06/02/2023,400.47,5902381,402.89,406.58,395.9,823
06/05/2023,403.54,7247413,400.47,413.86,400.15,824
06/06/2023,399.29,4991532,405,405.12,396.93,825
06/07/2023,399.77,11932390,410.43,418.95,399.23,826
06/08/2023,409.37,5991087,399.77,409.54,396.34,827
06/09/2023,420.02,12372830,424.5,425.9,414.76,828
06/12/2023,423.97,5967712,418.83,424.7,416.57,829
06/13/2023,435.73,7820535,430.01,437.27,428.4,830
06/14/2023,440.86,8413089,434.99,447.33,433.5,831
06/15/2023,445.27,7099915,444.1,448.65,439.5,832
06/16/2023,431.96,8753740,446.15,447.51,430.9,833
06/20/2023,434.7,4762313,430.18,440,430,834
06/21/2023,424.45,5146441,432.65,434.55,422.54,835
06/22/2023,422.48,4872246,422.93,424.71,418.68,836
06/23/2023,424.02,8298600,418.59,425.82,417.73,837
06/26/2023,415.94,4640022,422.44,430.96,414.9,838
06/27/2023,417.08,4818066,417.39,420.88,411.5,839
06/28/2023,429.84,8811342,423.1,437.29,422.89,840
